Timestamp,EngineCooling,EngineCoolingExceeded,EngineOilPressure,EngineOilPressureExceeded,TXNOilPressure,TXNOilPressureExceeded
2024-01-01 00:00:00,85.0,87.40626616724947,7.0,8.401116937224486,1.375,1.7556206947589208
2024-01-01 00:00:01,85.18868299948203,88.31936510919722,7.031447166580339,8.941318908847267,1.3805032541515592,1.7753251135894197
2024-01-01 00:00:02,85.37735853516223,87.7126345358036,7.062893089193706,8.456228208128048,1.3860062906088984,1.7208326541510583
2024-01-01 00:00:03,85.56601914353402,87.39316412522052,7.094336523922336,8.873591216103142,1.3915088916864087,1.8613546541675912
2024-01-01 00:00:04,85.75465736168127,87.58491112840487,7.125776226946879,8.834429237153785,1.3970108397157037,1.7755235197310062
2024-01-01 00:00:05,85.94326572757362,89.82672061252308,7.1572109545956035,7.663700388588373,1.4025119170542306,1.75915837119293
2024-01-01 00:00:06,86.13183678036151,88.49636998163537,7.188639463393586,7.864118169378564,1.4080119060938776,1.5808020667620617
2024-01-01 00:00:07,86.32036306067144,89.44896323997226,7.220060510111908,9.1563453542147,1.4135105892695838,1.5311525200555367
2024-01-01 00:00:08,86.50883711090098,90.55951754682465,7.251472851816831,9.213466944731405,1.4190077490679454,1.6189283129578222
2024-01-01 00:00:09,86.69725147551378,90.54088876505817,7.282875245918962,9.231318346535046,1.4245031680358182,1.7102214716003956
2024-01-01 00:00:10,86.88559870133446,90.29703636293773,7.31426645022241,8.64945527826603,1.4299966287889219,1.563704089016802
2024-01-01 00:00:11,87.07387133784354,88.65810091262857,7.345645222973923,8.847374237826688,1.4354879140204364,1.9133245295279893
2024-01-01 00:00:12,87.26206193747205,89.18405330197164,7.3770103229120085,8.171704743101907,1.4409768065096014,1.6112170254932392
2024-01-01 00:00:13,87.45016305589621,91.65167168353813,7.408360509316034,8.532103443485191,1.4464630891303059,1.5882866355648793
2024-01-01 00:00:14,87.63816725233184,89.24453656671282,7.439694542055307,8.11542515525949,1.4519465448596787,1.5763856060996293
2024-01-01 00:00:15,87.8260670898288,91.29992914948635,7.471011181638131,8.017221663015846,1.457426956786673,1.9539656232045268
2024-01-01 00:00:16,88.01385513556504,90.68370649208443,7.50230918926084,8.301150733197638,1.462904108120647,1.6256220343737424
2024-01-01 00:00:17,88.20152396114077,92.24176022408992,7.533587326856795,8.52207337189969,1.468377782199939,1.8531247904085295
2024-01-01 00:00:18,88.3890661428722,90.88941345705102,7.564844357145365,9.204189930913103,1.4738477625004387,1.724717881451127
2024-01-01 00:00:19,88.57647426208521,92.28644369728924,7.596079043680867,9.305218532285908,1.4793138326441517,1.9362437839271947
2024-01-01 00:00:20,88.76374090540888,92.01277184771945,7.62729015090148,8.828595192809034,1.4847757764077592,1.8051831875773292
2024-01-01 00:00:21,88.95085866506871,92.87559001712316,7.658476444178118,8.967039870425992,1.4902333777311707,1.8791265736912095
2024-01-01 00:00:22,89.13782013917961,92.76419878444526,7.689636689863268,8.794193883944207,1.4956864207260718,1.6246071694572206
2024-01-01 00:00:23,89.32461793203875,92.48905572743492,7.720769655339791,9.015431161353355,1.5011346896844635,1.8334378993577967
2024-01-01 00:00:24,89.5112446544181,91.72416080180678,7.751874109069684,9.38476099827756,1.5065779690871945,1.9047360804211686
2024-01-01 00:00:25,89.69769292385672,94.07723588135275,7.782948820642789,8.43191625661097,1.5120160436124879,1.6471945717537413
2024-01-01 00:00:26,89.88395536495284,91.81637503204789,7.813992560825472,8.98568743402702,1.5174486981444575,1.6458500042210575
2024-01-01 00:00:27,90.07002460965548,93.29869643331774,7.845004101609246,9.269998105655384,1.5228757177816181,1.7795177459334508
2024-01-01 00:00:28,90.25589329755607,91.81820018307516,7.875982216259344,9.823461865432257,1.5282968878453853,1.9176808210609204
2024-01-01 00:00:29,90.44155407617953,92.52036403076687,7.906925679363255,8.93132296829651,1.5337119938885697,1.7280461188547218
2024-01-01 00:00:30,90.62699960127512,92.2928983766794,7.937833266879186,8.642260560370943,1.5391208217038574,1.9391892537131992
2024-01-01 00:00:31,90.81222253710692,95.43423126602266,7.968703756184488,8.625539332857233,1.5445231573322853,1.9007875597892419
2024-01-01 00:00:32,90.99721555674414,95.08911356198233,7.9995359261240235,8.704632066974849,1.5499187870717042,1.927967748337249
2024-01-01 00:00:33,91.18197134235078,93.45706352958071,8.030328557058464,9.343079141927623,1.555307497485231,1.9422260652178194
2024-01-01 00:00:34,91.36648258547524,93.93189626060713,8.06108043091254,8.574291809973175,1.5606890754096945,2.0596328828406483
2024-01-01 00:00:35,91.55074198733936,93.77168080397826,8.091790331223226,9.995645912038073,1.5660633079640647,1.9501780050993491
2024-01-01 00:00:36,91.73474225912719,95.240442518922,8.122457043187863,9.373329728807994,1.5714299825578761,1.945480725612074
2024-01-01 00:00:37,91.9184761222732,95.40405717891366,8.1530793537122,9.995928801478694,1.5767888868996351,2.0054868891012743
2024-01-01 00:00:38,92.1019363087504,96.72171851503806,8.1836560514584,9.39652705835744,1.5821398090052197,1.7811809587489686
2024-01-01 00:00:39,92.28511556135761,94.5284866762913,8.214185926892934,9.713978202890312,1.5874825372062638,1.8374606313094435
2024-01-01 00:00:40,92.46800663400674,97.01444007500874,8.244667772334457,9.875319425377432,1.5928168601585302,2.040202564788065
2024-01-01 00:00:41,92.65060229200932,93.88756018900672,8.275100382001552,9.887150432189344,1.5981425668502718,2.0196509246728267
2024-01-01 00:00:42,92.83289531236264,94.42950692115657,8.30548255206044,10.214106656467855,1.6034594466105772,1.8435402133981473
2024-01-01 00:00:43,93.01487848403565,95.82648962609186,8.335813080672606,10.046477837917937,1.608767289117706,2.0304020849985944
2024-01-01 00:00:44,93.19654460825399,97.68309253658582,8.36609076804233,10.05536227439913,1.6140658844074076,1.764682474949479
2024-01-01 00:00:45,93.3778864987849,95.91112561392018,8.39631441646415,9.378486028130162,1.6193550228812263,2.0866306753540798
2024-01-01 00:00:46,93.55889698222148,96.56711727557354,8.426482830370247,9.65515239619419,1.6246344953147935,1.8521158595561804
2024-01-01 00:00:47,93.73956889826641,97.34932653905945,8.456594816377736,9.727186612571018,1.629904092866104,1.7804882225459993
2024-01-01 00:00:48,93.91989510001517,97.59316955447692,8.486649183335862,9.5176736872445,1.6351636070837758,1.9653909508692928
2024-01-01 00:00:49,94.0998684542388,98.80515473976628,8.516644742373133,9.844626756276352,1.6404128299152982,1.995906085483208
2024-01-01 00:00:50,94.27948184166607,98.55838794366046,8.546580306944344,9.286816351887612,1.6456515537152603,2.112325574444648
2024-01-01 00:00:51,94.45872815726509,96.85649972518641,8.576454692877512,9.649600220813163,1.6508795712535647,1.908355107332379
2024-01-01 00:00:52,94.6376003105243,99.50167587222995,8.606266718420718,9.27410205615795,1.6560966757236257,1.7987027905785857
2024-01-01 00:00:53,94.81609122573315,97.6430926389151,8.636015204288856,10.379302128771036,1.66130266075055,1.8579085847153411
2024-01-01 00:00:54,94.99419384226172,96.22152361330313,8.665698973710288,10.302754291558573,1.6664973203993003,1.8520731818121658
2024-01-01 00:00:55,95.17190111484027,97.21001147068677,8.695316852473375,9.642020722013827,1.671680449182841,1.775957759156729
2024-01-01 00:00:56,95.34920601383772,97.86416425138167,8.724867668972951,9.974382971743344,1.6768518420702667,1.9823927929014413
2024-01-01 00:00:57,95.52610152553991,98.13487819087531,8.754350254256654,10.153071364425132,1.6820112944949142,1.8997310635749898
2024-01-01 00:00:58,95.70258065242695,100.68160984928744,8.783763442071159,9.806826651980256,1.6871586023624525,2.002727531428639
2024-01-01 00:00:59,95.87863641345001,97.67622260663468,8.813106068908334,10.810546365268701,1.6922935620589585,1.96297894645679
2024-01-01 00:01:00,96.05426184430749,97.09668870747996,8.84237697405125,9.44338523625585,1.6974159704589686,2.004574716632015
2024-01-01 00:01:01,96.22944999772056,97.85267565004162,8.871574999620094,9.82842834251146,1.7025256249335163,1.8791339016647823
